index,fold
144999,2
145000,0
145008,0
145015,2
145019,0
145037,0
145039,2
145051,0
145060,2
145063,0
145080,0
145081,1
145085,0
145089,1
145092,2
145099,0
145103,0
145105,1
145112,0
145124,2
145126,2
145129,0
145137,2
145139,1
145161,2
145169,0
145174,1
145199,1
145204,1
145207,1
145239,1
145240,2
145254,0
145267,2
145272,1
145276,0
145277,0
145280,1
145288,0
145292,2
145295,1
145297,2
145299,2
145303,2
145306,0
145307,2
145320,2
145334,1
145343,2
145345,0
145353,0
145371,0
145380,2
145388,2
145389,2
145400,2
145406,0
145410,2
145412,0
145424,2
145436,2
145440,0
145442,0
145449,0
145450,2
145452,0
145453,1
145455,0
145458,0
145460,0
145465,0
145469,2
145473,1
145475,1
145480,2
145488,2
145495,2
145504,0
145515,1
145521,0
145550,2
145551,1
145556,2
145595,0
145596,2
145597,1
145599,0
145600,0
145614,1
145622,0
145624,2
145655,1
145660,0
145661,0
145675,0
145685,0
145692,2
145693,2
145694,1
145698,0
145720,2
145725,1
145726,0
145736,2
145737,1
145738,2
145742,2
145745,1
145749,0
145753,1
145759,1
145767,2
145776,0
145778,1
145779,1
145780,2
145786,2
145789,0
145790,2
145792,1
145795,1
145797,1
145809,0
145816,1
145817,2
145818,2
145840,2
145851,0
145852,1
145855,1
145857,1
145865,2
145872,2
145873,2
145874,1
145890,0
145894,1
145898,0
145900,0
145901,2
145909,0
145912,0
145913,0
145914,2
145918,0
145922,0
145933,2
145935,0
145946,0
145949,2
145950,2
145963,0
145968,2
145970,0
145972,2
145980,0
145994,2
146008,1
146024,0
146026,2
146028,0
146041,2
146043,1
146050,2
146051,2
146070,1
146072,0
146075,0
146076,0
146097,1
146112,0
146113,2
146116,1
146122,0
146127,2
146132,2
146133,0
146135,1
146141,1
146142,1
146143,2
146161,2
146164,0
146167,1
146168,0
146172,1
146190,2
146196,1
146198,0
146212,1
146220,1
146222,2
146242,2
146261,1
146265,1
146272,1
146276,1
146277,0
146280,1
146283,2
146311,0
146327,2
146332,2
146342,0
146352,2
146358,2
146366,1
146369,0
146371,1
146375,1
146382,0
146383,1
146390,1
146396,1
146404,1
146405,1
146407,0
146410,0
146419,1
146428,1
146435,1
146444,2
146447,0
146455,0
146459,1
146460,2
146461,1
146463,2
146467,0
146469,0
146470,0
146478,1
146482,0
146498,0
146500,1
146505,0
146515,2
146520,0
146529,2
146532,0
146533,1
146542,1
146562,2
146564,0
146583,2
146597,2
146606,2
146609,1
146613,0
146615,0
146618,2
146621,0
146623,0
146624,1
146631,2
146632,1
146635,1
146640,2
146645,2
146653,1
146654,1
146659,2
146691,0
146700,2
146701,1
146707,0
146710,0
146715,1
146739,1
146740,0
146742,0
146743,0
146756,2
146767,2
146801,1
146816,2
146822,0
146825,0
146836,2
146840,2
146852,0
146873,2
146879,2
146881,2
146882,2
146902,2
146909,0
146912,2
146913,2
146931,2
146950,2
146965,1
146969,2
146974,0
146995,1
147008,0
147010,1
147012,2
147022,0
147035,0
147046,0
147053,2
147069,1
147071,1
147073,0
147087,0
147088,0
147090,2
147092,1
147095,0
147098,1
147121,1
147122,0
147133,2
147134,2
147138,0
147144,2
147146,1
147149,0
147150,2
147154,0
147155,1
147160,2
147163,1
147169,1
147175,0
147211,2
147216,1
147220,1
147224,1
147226,2
147229,2
147233,0
147237,2
147243,0
147244,0
147248,2
147255,0
147272,1
147273,1
147274,2
147277,1
147284,1
147285,1
147300,0
147303,1
147307,2
147309,0
147311,2
147312,0
147315,1
147316,1
147330,2
147331,1
147332,0
147337,2
147340,2
147348,2
147354,2
147363,0
147379,1
147396,2
147398,1
147399,2
147402,0
147407,1
147413,0
147438,1
147451,0
147464,1
147478,0
147483,1
147487,0
147491,0
147499,1
147503,0
147508,0
147511,1
147516,2
147535,2
147541,0
147542,0
147544,2
147550,2
147557,1
147558,0
147559,2
147563,2
147567,1
147583,2
147585,1
147591,1
147604,1
147607,2
147610,1
147614,0
147618,1
147624,1
147630,0
147633,2
147644,0
147654,1
147665,2
147677,2
147678,0
147682,0
147689,2
147698,2
147708,0
147709,0
147719,1
147724,0
147730,0
147735,1
147740,0
147742,2
147749,2
147757,0
147771,0
147778,0
147779,0
147784,2
147786,1
147787,0
147798,1
147799,1
147802,1
147804,1
147807,2
147810,2
147813,1
147819,2
147825,0
147840,1
147843,0
147845,0
147851,2
147860,0
147871,2
147872,0
147878,0
147893,1
147903,1
147908,2
147909,2
147915,0
147922,2
147924,2
147938,1
147954,0
147961,1
147963,0
147984,1
147987,2
147993,2
147994,0
148009,1
148017,2
148021,0
148027,1
148040,0
148042,0
148043,0
148045,2
148047,2
148049,2
148055,1
148056,1
148063,2
148066,2
148074,1
148080,1
148082,0
148089,1
148102,2
148104,0
148107,0
148113,0
148116,0
148126,1
148133,0
148139,2
148144,0
148153,1
148158,0
148164,0
148168,2
148173,2
148186,2
148190,1
148192,0
148193,1
148204,0
148214,0
148230,1
148234,1
148235,1
148238,0
148240,0
148247,0
148253,2
148254,2
148259,0
148260,2
148262,1
148272,0
148286,0
148295,0
148305,1
148306,1
148313,0
148315,0
148316,0
148323,1
148328,2
148337,2
148340,2
148348,0
148354,2
148401,2
148409,0
148421,0
148430,2
148432,0
148442,1
148448,0
148473,0
148478,2
148481,2
148491,1
148500,0
148510,0
148521,2
148530,2
148534,2
148539,2
148548,0
148570,1
148582,0
148608,1
148609,1
148613,2
148617,1
148623,1
148629,2
148630,0
148646,0
148652,0
148659,1
148660,1
148661,2
148677,1
148684,1
148685,2
148687,2
148690,1
148701,0
148703,0
148712,0
148721,2
148742,2
148750,1
148757,2
148768,1
148774,0
148785,1
148791,0
148798,1
148811,2
148818,2
148825,1
148827,2
148831,1
148839,2
148842,2
148853,1
148862,2
148865,1
148873,0
148879,2
148881,2
148882,1
148893,1
148894,2
148906,1
148913,1
148915,1
148937,2
148940,0
148942,2
148949,0
148961,0
148962,1
148963,2
148968,1
148969,2
148977,2
148978,0
148999,0
149008,0
149016,2
149017,0
149021,0
149023,0
149037,0
149043,1
149048,1
149050,2
149054,0
149055,1
149059,1
149069,0
149081,2
149090,1
149091,2
149098,2
149111,1
149131,0
149138,2
149140,1
149148,1
149150,1
149151,2
149157,2
149165,1
149175,0
149183,2
149185,0
149187,1
149189,1
149192,2
149194,2
149198,2
149207,0
149212,0
149216,1
149224,0
149227,0
149234,2
149240,0
149257,2
149265,0
149274,0
149279,1
149284,1
149285,0
149294,1
149298,0
149304,2
149309,0
149317,2
149325,1
149337,0
149339,1
149345,1
149348,0
149355,0
149358,1
149364,0
149368,2
149378,2
149382,2
149384,2
149387,1
149391,0
149406,0
149412,2
149416,2
149426,2
149427,2
149428,2
149438,1
149452,2
149463,1
149469,0
149470,1
149477,2
149485,0
149496,0
149504,1
149509,2
149510,2
149521,0
149522,1
149524,0
149540,2
149547,0
149549,2
149552,1
149567,0
149568,1
149579,2
149583,1
149586,0
149587,0
149590,0
149600,2
149602,0
149609,0
149612,2
149617,0
149623,0
149626,1
149630,2
149641,1
149645,1
149649,1
149668,2
149669,1
149673,2
149674,0
149681,1
149685,2
149737,0
149755,0
149761,0
149768,0
149769,0
149771,2
149773,1
149774,0
149778,2
149796,2
149797,2
149805,1
149807,1
149809,0
149810,2
149813,1
149817,0
149828,1
149839,0
149846,1
149847,0
149849,2
149851,1
149862,2
149864,1
149867,2
149869,1
149877,1
149885,1
149887,1
149893,1
149901,0
149905,2
149908,0
149916,2
149919,0
149925,2
149942,2
149948,1
149953,2
149967,0
149975,2
149983,2
149988,1
149990,1
149992,1
149996,0
150007,0
150027,2
150047,2
150059,1
150063,1
150064,1
150071,2
150075,1
150076,0
150081,0
150091,1
150118,1
150122,1
150128,2
150130,1
150132,1
150140,2
150156,0
150165,1
150176,2
150178,2
150196,2
150218,2
150255,2
150258,0
150289,0
150305,2
150318,1
150321,0
150326,1
150334,2
150336,2
150340,1
150354,1
150366,2
150367,0
150369,0
150381,2
150382,1
150395,2
150406,1
150418,1
150421,0
150424,2
150428,0
150429,2
150437,0
150442,0
150449,0
150470,1
150471,0
150474,1
150478,2
150479,0
150480,1
150486,2
150494,2
150499,0
150501,1
150506,2
150508,0
150514,1
150515,2
150516,2
150524,0
150526,2
150547,0
150548,2
150552,2
150561,0
150568,0
150569,1
150573,1
150574,1
150577,1
150578,1
150588,2
150592,0
150593,0
150604,1
150607,2
150615,0
150618,0
150629,0
150632,1
150635,1
150653,0
150671,1
150679,1
150685,2
150689,0
150706,2
150715,0
150720,2
150723,2
150735,2
150765,2
150781,2
150787,0
150789,1
150804,0
150806,0
150807,0
150824,0
150833,2
150834,1
150835,0
150840,0
150846,1
150856,1
150867,2
150868,1
150869,0
150880,2
150896,1
150898,2
150903,2
150909,0
150913,2
150920,2
150931,0
150933,0
150939,2
150946,1
150951,1
150957,1
150968,0
151000,1
151003,1
151004,0
151019,2
151033,2
151034,1
151035,2
151046,2
151049,1
151055,2
151058,2
151060,1
151072,1
151073,1
151079,0
151089,1
151093,2
151104,1
151106,1
151114,0
151121,2
151129,2
151131,0
151134,2
151142,1
151151,2
151152,0
151158,1
151167,0
151172,1
151177,1
151195,0
151196,2
151199,1
151209,0
151214,2
151216,0
151240,1
151252,1
151261,1
151262,0
151265,1
151268,1
151271,1
151275,2
151285,1
151292,0
151314,0
151327,2
151332,0
151333,2
151338,2
151342,1
151360,2
151368,0
151377,2
151379,2
151388,2
151389,2
151396,2
151400,2
151403,1
151409,0
151423,1
151431,1
151437,0
151447,1
151448,2
151469,2
151471,0
151473,1
151474,0
151496,0
151507,1
151509,2
151511,0
151516,0
151529,2
151533,1
151541,2
151545,0
151549,1
151550,0
151551,0
151556,1
151562,1
151566,2
151572,2
151579,0
151581,0
151594,0
151597,1
151598,0
151606,0
151611,2
151622,2
151624,0
151629,2
151651,0
151656,1
151676,2
151684,1
151701,2
151732,0
151739,0
151747,0
151758,1
151784,0
151789,0
151790,0
151794,0
151805,1
151812,2
151814,1
151838,1
151840,0
151850,0
151852,1
151855,1
151862,1
151873,2
151874,1
151875,2
151879,1
151890,0
151896,0
151914,0
151918,0
151919,2
151926,0
151928,2
151931,1
151934,2
151946,2
151950,0
151964,2
151971,1
151976,1
151990,2
151992,0
151993,1
152006,0
152037,1
152039,2
152052,0
152066,0
152070,1
152080,2
152086,0
152095,2
152098,2
152105,1
152112,1
152114,2
152127,1
152141,1
152142,2
152144,0
152145,0
152155,2
152164,2
152167,2
152168,1
152173,0
152184,2
152194,0
152211,1
152215,2
152218,1
152224,1
152237,1
152241,2
152243,1
152276,0
152283,0
152284,2
152289,1
152296,1
152314,1
152317,0
152321,1
152343,0
152347,1
152353,2
152357,1
152363,2
152386,1
152397,0
152399,1
152401,2
152406,2
152410,1
152414,1
152430,2
152431,0
152432,1
152436,1
152440,1
152444,2
152451,1
152452,1
152455,2
152463,0
152464,2
152474,1
152478,2
152486,0
152490,2
152498,0
152501,1
152507,2
152517,2
152527,1
152530,2
152533,2
152535,1
152540,1
152550,2
152555,2
152561,2
152573,2
152586,2
152599,0
152600,2
152601,0
152612,1
152646,1
152651,0
152659,1
152662,1
152671,1
152675,1
152676,0
152681,2
152697,1
152718,0
152725,2
152732,1
152733,0
152737,1
152744,2
152745,1
152752,2
152757,0
152776,0
152809,1
152810,1
152811,0
152812,2
152819,0
152823,2
152824,1
152828,0
152829,2
152835,0
152838,2
152844,0
152847,2
152848,2
152849,2
152851,0
152854,0
152855,2
152856,1
152870,1
152879,0
152884,0
152889,0
152891,2
152899,1
152917,0
152919,2
152925,1
152937,0
152954,2
152959,2
152960,0
152967,0
152990,0
152992,2
152996,0
152997,2
153004,1
153005,0
153006,1
153012,2
153023,0
153026,0
153031,2
153034,0
153047,2
153050,0
153057,0
153059,2
153070,2
153080,0
153081,2
153084,2
153094,1
153095,1
153096,1
153103,0
153107,1
153109,2
153114,1
153120,2
153123,2
153139,1
153159,0
153166,0
153170,0
153171,0
153186,1
153187,0
153192,1
153196,0
153199,0
153205,1
153206,0
153209,1
153213,2
153215,1
153230,2
153231,2
153245,2
153247,1
153266,1
153268,1
153269,2
153273,1
153286,2
153294,2
153298,2
153301,1
153303,1
153313,1
153314,1
153325,2
153328,1
153338,1
153355,0
153357,2
153379,2
153385,2
153391,2
153402,2
153405,0
153422,1
153423,1
153427,1
153432,1
153436,1
153437,1
153441,2
153442,1
153444,1
153450,1
153451,0
153459,0
153464,0
153466,1
153471,0
153483,1
153493,2
153497,0
153499,2
153503,2
153505,2
153510,1
153519,2
153521,2
153529,2
153532,2
153535,0
153540,1
153549,0
153555,0
153577,2
153579,0
153582,0
153593,1
153602,2
153609,1
153613,0
153616,0
153620,2
153625,2
153627,1
153632,1
153643,0
153644,2
153647,2
153655,0
153669,0
153674,2
153688,1
153689,1
153690,1
153695,2
153703,0
153705,2
153708,1
153712,1
153716,1
153722,1
153726,0
153729,0
153734,2
153736,2
153737,0
153739,1
153748,2
153753,1
153755,0
153764,0
153766,2
153767,2
153770,2
153779,1
153786,2
153790,1
153793,1
153807,1
153817,1
153818,0
153823,2
153827,1
153838,1
153842,1
153843,1
153847,1
153850,2
153851,0
153856,1
153857,0
153863,2
153871,2
153879,2
153881,1
153885,0
153895,0
153901,2
153903,0
153914,2
153919,2
153921,1
153926,0
153931,2
153937,1
153946,1
153958,2
153961,1
153964,2
153969,1
153977,2
153987,1
153988,1
154041,2
154047,1
154056,1
154073,0
154074,1
154079,0
154080,2
154083,0
154085,0
154095,1
154096,0
154098,2
154100,1
154103,2
154108,2
154113,1
154114,2
154115,2
154119,0
154122,0
154133,2
154135,2
154142,2
154158,2
154166,1
154169,0
154177,0
154189,2
154190,1
154192,0
154197,2
154205,0
154223,2
154224,0
154230,2
154231,0
154244,1
154247,0
154248,0
154265,0
154272,0
154283,2
154287,1
154295,1
154305,1
154314,1
154330,0
154339,2
154340,1
154341,2
154348,1
154349,2
154351,2
154355,1
154356,1
154365,1
154394,1
154395,0
154399,2
154404,2
154408,1
154435,1
154441,1
154444,2
154454,2
154456,1
154457,2
154458,1
154467,0
154481,0
154484,1
154491,1
154503,1
154504,2
154516,1
154519,1
154523,2
154524,2
154539,2
154554,1
154555,1
154556,2
154568,2
154573,0
154590,2
154613,2
154630,1
154633,0
154643,1
154647,0
154655,0
154660,2
154661,0
154664,0
154677,0
154682,1
154689,1
154697,2
154708,1
154713,0
154723,0
154728,0
154735,1
154742,0
154743,1
154744,1
154750,0
154755,0
154767,0
154768,2
154772,2
154783,1
154784,0
154785,0
154817,1
154820,1
154826,2
154830,0
154833,2
154836,0
154838,0
154839,1
154840,2
154842,1
154844,1
154850,1
154854,0
154862,0
154869,0
154877,1
154879,2
154882,2
154895,0
154905,2
154917,2
154918,2
154920,0
154942,0
154954,0
154958,2
154965,0
154968,2
154979,2
154988,0
155008,2
155013,0
155018,0
155022,0
155027,0
155030,2
155031,0
155036,0
155038,1
155042,2
155056,2
155057,2
155061,2
155064,2
155068,1
155074,1
155079,2
155084,0
155099,2
155101,1
155107,2
155119,1
155123,0
155145,1
155155,1
155159,2
155166,0
155173,1
155183,0
155185,1
155190,0
155195,0
155200,1
155209,0
155225,0
155238,1
155241,0
155249,2
155255,0
155258,0
155264,2
155268,1
155271,1
155276,2
155284,1
155285,0
155289,1
155290,0
155307,1
155316,2
155317,1
155328,1
155339,1
155352,1
155371,1
155373,1
155377,1
155379,0
155381,0
155395,1
155400,0
155402,2
155403,1
155411,0
155413,2
155415,2
155416,0
155420,2
155430,0
155450,1
155453,0
155457,1
155458,0
155460,2
155463,2
155471,0
155476,2
155482,2
155497,0
155503,1
155504,2
155511,2
155513,0
155522,1
155525,1
155532,1
155541,1
155555,0
155559,2
155560,2
155563,2
155565,0
155567,0
155575,0
155580,1
155581,1
155586,1
155587,2
155604,0
155622,0
155632,2
155633,0
155634,0
155636,2
155638,2
155641,1
155657,2
155658,2
155667,1
155671,2
155677,1
155690,1
155692,2
155704,1
155714,0
155727,1
155733,1
155736,1
155742,0
155747,2
155753,0
155754,2
155756,2
155758,2
155759,1
155762,0
155766,1
155772,0
155777,0
155786,1
155788,1
155789,1
155795,0
155799,2
155801,2
155802,2
155810,0
155814,0
155816,1
155821,2
155826,0
155838,0
155840,0
155841,0
155865,1
155866,1
155882,2
155888,2
155899,0
155900,2
155902,0
155911,0
155912,1
155919,0
155928,0
155929,0
155944,1
155948,2
155971,2
155981,1
155983,2
155989,1
156005,0
156010,0
156020,2
156028,0
156058,0
156078,2
156079,1
156088,2
156095,2
156108,2
156112,0
156119,1
156122,0
156127,0
156133,1
156172,2
156174,0
156186,0
156191,2
156199,0
156205,2
156206,1
156209,0
156211,2
156215,1
156218,2
156223,2
156224,2
156226,0
156248,0
156249,0
156253,2
156255,2
156261,2
156264,2
156267,0
156280,2
156298,1
156326,1
156335,2
156354,2
156359,0
156362,1
156366,2
156367,2
156368,0
156370,0
156372,0
156373,2
156376,0
156381,2
156382,1
156385,0
156406,0
156409,0
156422,2
156427,1
156428,0
156430,0
156450,1
156460,2
156462,2
156468,1
156472,1
156473,0
156474,1
156477,0
156478,1
156480,0
156481,1
156486,1
156491,2
156499,0
156501,0
156527,2
156538,0
156546,0
156547,2
156556,0
156567,1
156568,0
156581,1
156583,0
156589,1
156592,0
156593,0
156598,0
156600,1
156603,1
156617,0
156621,2
156630,0
156637,0
156647,2
156655,0
156666,1
156671,2
156678,2
156689,2
156694,0
156707,2
156709,0
156710,2
156712,1
156717,2
156718,1
156722,2
156723,1
156726,0
156727,1
156734,1
156738,0
156741,0
156744,1
156757,1
156759,2
156760,0
156761,1
156766,2
156774,0
156778,0
156804,0
156813,0
156820,2
156823,2
156826,2
156832,0
156835,1
156837,0
156839,2
156841,2
156845,0
156855,0
156856,0
156865,0
156866,1
156867,0
156870,0
156871,1
156896,2
156911,2
156914,2
156915,1
156916,0
156922,1
156939,2
156949,0
156956,2
156959,1
156965,2
156966,0
156975,0
156978,0
156998,2
157006,0
157012,1
157023,0
157027,1
157035,0
157048,2
157062,2
157068,0
157076,2
157090,0
157111,0
157112,1
157130,1
157132,2
157152,0
157163,2
157164,0
157171,1
157173,1
157177,0
157182,2
157184,1
157186,0
157191,2
157195,1
157197,1
157201,1
157218,0
157220,2
157238,0
157239,1
157240,2
157241,1
157244,0
157247,0
157250,1
157259,2
157263,2
157270,0
157276,1
157285,0
157291,2
157293,1
157299,1
157312,1
157315,0
157321,0
157326,0
157328,0
157329,1
157334,2
157342,2
157343,0
157344,1
157349,2
157352,2
157359,0
157360,0
157362,2
157367,0
157374,0
157376,0
157377,1
157381,1
157384,0
157386,1
157395,2
157402,0
157403,1
157405,1
157412,0
157418,2
157421,1
157432,1
157436,0
157437,2
157445,0
157448,2
157449,1
157452,2
157458,0
157460,0
157465,0
157475,1
157482,1
157487,0
157501,0
157521,0
157523,2
157531,2
157536,2
157538,0
157539,2
157540,2
157545,0
157549,2
157555,2
157562,2
157570,1
157575,1
157576,1
157591,0
157614,1
157622,2
157623,1
157635,0
157644,1
157662,0
157674,2
157681,0
157682,1
157684,2
157691,1
157700,2
157704,0
157705,2
157708,0
157718,2
157720,2
157731,2
157742,0
157744,2
157755,2
157758,2
157760,0
157768,1
157776,2
157803,0
157821,1
157824,0
157828,1
157830,1
157833,1
157836,2
157837,0
157844,0
157872,1
157891,2
157892,2
157895,0
157907,1
157909,1
157921,2
157936,1
157943,2
157960,1
157965,2
157990,2
157991,0
157998,1
157999,1
158004,2
158008,0
158014,1
158015,2
158018,2
158021,1
158023,2
158026,1
158039,1
158048,2
158057,0
158072,1
158074,2
158089,0
158112,0
158116,0
158118,2
158125,1
158127,1
158149,0
158157,2
158159,2
158169,1
158171,2
158181,2
158193,1
158200,1
158202,2
158221,0
158227,1
158234,1
158244,0
158256,0
158261,1
158285,2
158296,1
158308,1
158319,1
158326,0
158330,0
158342,0
158346,1
158359,0
158368,0
158374,2
158405,0
158413,2
158414,2
158420,0
158432,2
158439,1
158444,2
158453,0
158454,0
158457,1
158463,0
158467,2
158470,0
158478,1
158479,1
158483,0
158484,1
158488,2
158500,1
158506,2
158521,1
158533,1
158534,2
158535,1
158554,1
158556,1
158574,0
158587,1
158588,2
158594,1
158596,2
158607,1
158608,0
158621,1
158634,1
158652,1
158653,0
158655,0
158657,2
158665,2
158670,2
158673,1
158682,1
158683,0
158688,0
158691,2
158694,1
158702,1
158709,1
158711,0
158712,0
158714,0
158715,1
158717,2
158724,1
158728,1
158735,2
158740,0
158741,2
158742,1
158744,0
158748,0
158752,0
158758,0
158767,1
158768,2
158771,0
158772,1
158777,2
158780,1
158783,2
158788,2
158797,2
158803,1
158805,1
158811,0
158815,1
158820,1
158822,0
158832,0
158834,1
158836,2
158840,1
158841,2
158846,2
158848,0
158850,0
158855,0
158864,1
158885,2
158897,0
158911,2
158929,0
158932,1
158946,0
158947,0
158955,2
158958,1
158960,2
158967,2
158984,1
158988,0
159004,0
159011,2
159016,2
159017,0
159023,2
159031,1
159048,2
159068,0
159074,2
159075,2
159082,2
159083,0
159090,1
159092,2
159099,1
159140,2
159148,2
159159,1
159160,1
159176,0
159180,2
159182,2
159185,1
159189,2
159193,0
159196,1
159200,1
159209,2
159211,2
159216,1
159221,0
159224,0
159240,1
159243,1
159247,1
159251,2
159253,0
159261,0
159265,2
159267,2
159273,0
159275,1
159277,1
159278,2
159281,2
159285,2
159294,1
159297,2
159300,0
159303,2
159313,0
159315,2
159317,0
159319,2
159320,2
159321,0
159325,2
159326,1
159329,2
159334,0
159335,1
159342,0
159345,0
159348,2
159351,2
159354,2
159355,0
159360,1
159367,1
159376,2
159380,0
159396,2
159400,2
159409,2
159417,2
159423,1
159428,0
159431,0
159432,2
159435,0
159441,1
159450,1
159461,2
159464,2
159494,1
159497,1
159504,1
159508,2
159509,2
159524,0
159528,2
159555,0
159556,2
159574,0
159584,1
159591,0
159595,0
159597,0
159600,1
159606,0
159618,1
159623,1
159635,2
159644,1
159652,1
159653,1
159659,0
159660,1
159661,1
159668,0
159680,0
159687,0
159695,2
159701,2
159703,1
159706,0
159723,2
159726,0
159730,0
159745,2
159758,2
159760,2
159765,1
159775,0
159793,0
159796,0
159811,2
159814,2
159816,0
159837,0
159845,0
159849,0
159861,0
159864,0
159871,2
159883,2
159888,2
159900,1
159921,1
159924,1
159933,1
159936,2
159941,2
159942,2
159975,2
159976,2
159983,0
159995,1
160005,1
160013,2
160016,2
160018,2
160020,1
160021,2
160024,0
160025,0
160035,0
160036,2
160061,0
160071,0
160076,1
160084,2
160096,0
160104,0
160106,1
160110,1
160116,0
160117,0
160131,2
160132,2
160138,2
160139,2
160143,0
160154,2
160160,2
160167,1
160168,2
160171,0
160172,0
160177,2
160181,0
160183,2
160199,1
160201,0
160217,1
160228,2
160229,0
160239,0
160248,2
160253,0
160258,2
160261,1
160266,2
160271,1
160278,2
160289,1
160292,1
160317,1
160318,1
160319,1
160327,1
160331,1
160339,0
160341,1
160345,2
160348,1
160377,0
160386,2
160408,0
160409,0
160420,0
160427,2
160429,2
160436,1
160449,1
160450,1
160453,1
160459,1
160480,2
160496,2
160502,2
160517,1
160527,1
160536,0
160538,0
160545,2
160546,0
160557,1
160558,1
160560,2
160563,1
160575,1
160580,0
160584,1
160586,2
160590,1
160593,1
160599,2
160600,2
160602,0
160606,2
160635,2
160636,2
160641,1
160645,0
160656,2
160657,0
160662,1
160669,0
160676,0
160689,0
160692,1
160706,0
160720,1
160729,2
160730,0
160733,1
160734,0
160742,2
160751,1
160766,1
160769,2
160779,2
160806,1
160809,2
160812,2
160815,1
160818,2
160823,0
160824,0
160839,1
160845,0
160846,2
160855,1
160870,2
160876,0
160884,2
160885,0
160891,1
160895,0
160914,1
160928,1
160940,0
160941,0
160942,1
160946,0
160955,0
160959,2
160970,0
160972,2
160978,2
160995,2
161001,1
161009,1
161017,0
161020,1
161022,0
161030,1
161032,0
161034,1
161051,0
161053,0
161057,2
161069,2
161073,0
161077,1
161085,2
161087,1
161100,2
161126,0
161132,2
161137,2
161152,1
161161,1
161162,2
161170,1
161176,1
161183,0
161184,2
161194,1
161199,0
161206,0
161207,0
161222,0
161230,1
161237,1
161247,1
161249,0
161260,1
161281,0
161282,0
161288,2
161290,0
161291,1
161298,0
161300,0
161315,0
161318,2
161319,2
161342,2
161345,2
161350,1
161353,0
161362,1
161365,1
161366,1
161370,1
161376,2
161384,0
161399,0
161400,1
161401,2
161408,0
161415,0
161417,0
161421,1
161427,0
161431,1
161434,1
161464,2
161470,1
161472,1
161477,0
161479,0
161481,0
161487,2
161502,1
161504,0
161518,0
161531,0
161532,2
161533,0
161536,2
161548,0
161552,1
161556,1
161557,0
161560,0
161568,0
161569,2
161572,1
161579,0
161581,2
161585,2
161603,0
161624,2
161633,1
161636,1
161644,2
161659,1
161665,0
161669,1
161670,1
161700,0
161714,0
161715,1
161716,1
161718,1
161721,1
161755,2
161758,0
161769,0
161785,0
161793,2
161811,0
161823,1
161824,0
161832,1
161849,1
161856,0
161860,1
161865,0
161867,0
161883,2
161888,1
161893,2
161900,1
161902,2
161904,2
161907,0
161909,2
161910,0
161933,1
161934,1
161936,2
161938,2
161940,0
161952,2
161961,1
161962,1
161965,1
161966,1
161972,2
161973,0
161979,2
161996,1
162005,1
162007,2
162018,1
162019,2
162023,2
162028,1
162036,2
162037,0
162039,2
162041,2
162046,1
162057,2
162059,2
162078,0
162097,0
162100,0
162121,1
162125,0
162126,1
162127,1
162131,1
162132,1
162142,1
162143,2
162148,0
162155,1
162168,0
162181,2
162186,0
162187,2
162194,0
162199,1
162219,1
162237,2
162256,0
162264,1
162273,2
162285,1
162290,2
162294,1
162298,0
162305,1
162311,1
162312,0
162323,2
162329,2
162335,2
162344,0
162347,1
162369,0
162374,1
162378,2
162403,1
162406,1
162413,0
162420,0
162429,0
162430,1
162435,1
162442,1
162443,0
162454,1
162458,0
162461,2
162482,1
162485,0
162489,2
162499,0
162501,1
162509,0
162511,1
162531,2
162539,2
162540,0
162541,1
162553,2
162556,2
162557,0
162564,0
162568,2
162574,0
162580,1
162588,1
162590,2
162598,1
162612,2
162613,2
162623,0
162624,2
162631,1
162636,0
162643,0
162649,0
162651,1
162659,0
162660,1
162662,0
162663,2
162672,2
162683,0
162686,0
162693,1
162701,0
162704,1
162708,2
162721,1
162722,0
162727,0
162737,2
162741,2
162750,0
162753,1
162761,0
162768,1
162773,0
162794,2
162795,2
162810,2
162818,2
162819,2
162825,2
162827,1
162833,0
162840,0
162845,0
162849,2
162851,2
162856,0
162864,2
162867,1
162872,0
162877,1
162889,1
162892,1
162905,0
162909,1
162911,2
162914,1
162924,1
162925,2
162930,2
162934,2
162937,0
162945,0
162947,2
162948,0
162954,1
162960,1
162961,2
162963,0
162968,2
162969,1
162970,2
162980,2
162983,0
162986,2
162989,0
162990,0
163005,1
163009,2
163020,1
163025,1
163032,2
163034,1
163037,0
163044,2
163047,0
163055,1
163060,2
163061,2
163067,0
163087,1
163089,0
163116,2
163117,2
163121,2
163135,2
163152,0
163166,0
163170,0
163182,1
163192,1
163193,2
163197,1
163199,2
163211,1
163212,0
163215,1
163218,2
163219,1
163220,1
163227,1
163238,1
163241,1
163249,0
163256,2
163259,1
163266,0
163271,2
163274,1
163288,1
163291,1
163293,2
163330,1
163356,1
163357,0
163358,2
163360,0
163368,2
163383,2
163386,1
163395,1
163406,2
163419,1
163420,0
163421,0
163425,1
163431,1
163450,1
163460,1
163466,2
163470,1
163471,1
163479,2
163480,0
163482,0
163502,0
163505,0
163507,1
163518,0
163520,2
163522,0
163546,2
163551,0
163576,2
163578,1
163580,2
163584,0
163586,2
163601,2
163612,1
163616,0
163620,0
163630,0
163639,0
163648,2
163655,1
163667,2
163673,2
163684,1
163699,2
163707,0
163708,1
163709,2
163713,1
163716,0
163720,1
163721,0
163725,2
163741,0
163744,2
